model,best_params,train_mse,test_mse,train_r2,test_r2
SVR,"{'kernel': 'rbf', 'C': 97.81338812475256, 'epsilon': 0.0015374785628296513, 'gamma': 0.004180408469462122}",149401365.99865252,144951133.0329316,-0.03108331548834964,-0.03297800785792915
