model,best_params,train_mse,test_mse,train_r2,test_r2
LGBMRegressor,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_samples': 20, 'n_estimators': 200, 'num_leaves': 31, 'reg_alpha': 0.01, 'reg_lambda': 0.1, 'subsample': 0.8}",8704684.945839759,18497029.069285095,0.9399252118329431,0.8681829949205062
