model,best_params,train_mse,test_mse,train_r2,test_r2
GradientBoosting,"{'learning_rate': 0.1, 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",3789790.124572393,19096877.162223954,0.9738450224967531,0.8639082446988533
