model,best_params,train_mse,test_mse,train_r2,test_r2
XGBRegressor,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 2, 'n_estimators': 200}",4813839.831129563,19324862.487038948,0.9667776134432685,0.8622835328271998
